Time (t) , Room temperature(T(t))
139.10, 12.5512
139.20, 12.5486
139.30, 12.5459
139.40, 12.5432
139.50, 12.5405
139.60, 12.5379
139.70, 12.5352
139.80, 12.5325
139.90, 12.5299
140.00, 12.5272
140.10, 12.5246
140.20, 12.5219
140.30, 12.5193
140.40, 12.5166
140.50, 12.5140
140.60, 12.5113
140.70, 12.5087
140.80, 12.5061
140.90, 12.5034
141.00, 12.5008
141.10, 12.4982
141.20, 12.4956
141.30, 12.4929
141.40, 12.4903
141.50, 12.4877
141.60, 12.4851
141.70, 12.4825
141.80, 12.4799
141.90, 12.4773
142.00, 12.4747
142.10, 12.4721
142.20, 12.4695
142.30, 12.4669
142.40, 12.4643
142.50, 12.4617
142.60, 12.4591
142.70, 12.4566
142.80, 12.4540
142.90, 12.4514
143.00, 12.4488
143.10, 12.4462
143.20, 12.4437
143.30, 12.4411
143.40, 12.4386
143.50, 12.4360
143.60, 12.4334
143.70, 12.4309
143.80, 12.4283
143.90, 12.4258
144.00, 12.4232
144.10, 12.4207
144.20, 12.4181
144.30, 12.4156
144.40, 12.4131
144.50, 12.4105
144.60, 12.4080
144.70, 12.4055
144.80, 12.4029
144.90, 12.4004
145.00, 12.3979
145.10, 12.3954
145.20, 12.3929
145.30, 12.3904
145.40, 12.3878
145.50, 12.3853
145.60, 12.3828
145.70, 12.3803
145.80, 12.3778
145.90, 12.3753
146.00, 12.3728
146.10, 12.3704
146.20, 12.3679
146.30, 12.3654
146.40, 12.3629
146.50, 12.3604
146.60, 12.3579
146.70, 12.3555
146.80, 12.3530
146.90, 12.3505
147.00, 12.3480
147.10, 12.3456
147.20, 12.3431
147.30, 12.3407
147.40, 12.3382
147.50, 12.3357
147.60, 12.3333
147.70, 12.3308
147.80, 12.3284
147.90, 12.3260
148.00, 12.3235
148.10, 12.3211
148.20, 12.3186
148.30, 12.3162
148.40, 12.3138
148.50, 12.3113
148.60, 12.3089
148.70, 12.3065
148.80, 12.3041
148.90, 12.3016
149.00, 12.2992
149.10, 12.2968
149.20, 12.2944
149.30, 12.2920
149.40, 12.2896
149.50, 12.2872
149.60, 12.2848
149.70, 12.2824
149.80, 12.2800
149.90, 12.2776
150.00, 12.2752
150.10, 12.2728
150.20, 12.2704
150.30, 12.2680
150.40, 12.2657
150.50, 12.2633
150.60, 12.2609
150.70, 12.2585
150.80, 12.2562
150.90, 12.2538
151.00, 12.2514
151.10, 12.2491
151.20, 12.2467
151.30, 12.2443
151.40, 12.2420
151.50, 12.2396
151.60, 12.2373
151.70, 12.2349
151.80, 12.2326
151.90, 12.2302
152.00, 12.2279
152.10, 12.2256
152.20, 12.2232
152.30, 12.2209
152.40, 12.2186
152.50, 12.2162
152.60, 12.2139
152.70, 12.2116
152.80, 12.2092
152.90, 12.2069
153.00, 12.2046
153.10, 12.2023
153.20, 12.2000
153.30, 12.1977
153.40, 12.1954
153.50, 12.1931
153.60, 12.1908
153.70, 12.1885
153.80, 12.1862
153.90, 12.1839
154.00, 12.1816
154.10, 12.1793
154.20, 12.1770
154.30, 12.1747
154.40, 12.1724
154.50, 12.1701
154.60, 12.1679
154.70, 12.1656
154.80, 12.1633
154.90, 12.1610
155.00, 12.1588
155.10, 12.1565
155.20, 12.1542
155.30, 12.1520
155.40, 12.1497
155.50, 12.1475
155.60, 12.1452
155.70, 12.1430
155.80, 12.1407
155.90, 12.1385
156.00, 12.1362
156.10, 12.1340
156.20, 12.1317
156.30, 12.1295
156.40, 12.1273
156.50, 12.1250
156.60, 12.1228
156.70, 12.1206
156.80, 12.1183
156.90, 12.1161
157.00, 12.1139
157.10, 12.1117
157.20, 12.1095
157.30, 12.1072
157.40, 12.1050
157.50, 12.1028
157.60, 12.1006
157.70, 12.0984
157.80, 12.0962
157.90, 12.0940
158.00, 12.0918
158.10, 12.0896
158.20, 12.0874
158.30, 12.0852
158.40, 12.0830
158.50, 12.0808
158.60, 12.0787
158.70, 12.0765
158.80, 12.0743
158.90, 12.0721
159.00, 12.0699
159.10, 12.0678
159.20, 12.0656
159.30, 12.0634
159.40, 12.0613
159.50, 12.0591
159.60, 12.0569
159.70, 12.0548
159.80, 12.0526
159.90, 12.0505
160.00, 12.0483
160.10, 12.0462
160.20, 12.0440
160.30, 12.0419
160.40, 12.0397
160.50, 12.0376
160.60, 12.0354
160.70, 12.0333
160.80, 12.0312
160.90, 12.0290
161.00, 12.0269
161.10, 12.0248
161.20, 12.0226
161.30, 12.0205
161.40, 12.0184
161.50, 12.0163
161.60, 12.0142
161.70, 12.0120
161.80, 12.0099
161.90, 12.0078
162.00, 12.0057
162.10, 12.0036
162.20, 12.0015
162.30, 11.9994
162.40, 11.9973
162.50, 11.9952
162.60, 11.9931
162.70, 11.9910
162.80, 11.9889
162.90, 11.9868
163.00, 11.9848
163.10, 11.9827
163.20, 11.9806
163.30, 11.9785
163.40, 11.9764
163.50, 11.9744
163.60, 11.9723
163.70, 11.9702
163.80, 11.9681
163.90, 11.9661
164.00, 11.9640
164.10, 11.9620
164.20, 11.9599
164.30, 11.9578
164.40, 11.9558
164.50, 11.9537
164.60, 11.9517
164.70, 11.9496
164.80, 11.9476
164.90, 11.9455
165.00, 11.9435
165.10, 11.9414
165.20, 11.9394
165.30, 11.9374
165.40, 11.9353
165.50, 11.9333
165.60, 11.9313
165.70, 11.9292
165.80, 11.9272
165.90, 11.9252
166.00, 11.9232
166.10, 11.9212
166.20, 11.9191
166.30, 11.9171
166.40, 11.9151
166.50, 11.9131
166.60, 11.9111
166.70, 11.9091
166.80, 11.9071
166.90, 11.9051
167.00, 11.9031
167.10, 11.9011
167.20, 11.8991
167.30, 11.8971
167.40, 11.8951
167.50, 11.8931
167.60, 11.8911
167.70, 11.8891
167.80, 11.8872
167.90, 11.8852
168.00, 11.8832
168.10, 11.8812
168.20, 11.8792
168.30, 11.8773
168.40, 11.8753
168.50, 11.8733
168.60, 11.8714
168.70, 11.8694
168.80, 11.8674
168.90, 11.8655
169.00, 11.8635
169.10, 11.8616
169.20, 11.8596
169.30, 11.8576
169.40, 11.8557
169.50, 11.8537
169.60, 11.8518
169.70, 11.8499
169.80, 11.8479
169.90, 11.8460
170.00, 11.8440
170.10, 11.8421
170.20, 11.8402
170.30, 11.8382
170.40, 11.8363
170.50, 11.8344
170.60, 11.8325
170.70, 11.8305
170.80, 11.8286
170.90, 11.8267
171.00, 11.8248
171.10, 11.8229
171.20, 11.8209
171.30, 11.8190
171.40, 11.8171
171.50, 11.8152
171.60, 11.8133
171.70, 11.8114
171.80, 11.8095
171.90, 11.8076
172.00, 11.8057
172.10, 11.8038
172.20, 11.8019
172.30, 11.8000
172.40, 11.7981
172.50, 11.7962
172.60, 11.7944
172.70, 11.7925
172.80, 11.7906
172.90, 11.7887
173.00, 11.7868
173.10, 11.7849
173.20, 11.7831
173.30, 11.7812
173.40, 11.7793
173.50, 11.7775
173.60, 11.7756
173.70, 11.7737
173.80, 11.7719
173.90, 11.7700
174.00, 11.7682
174.10, 11.7663
174.20, 11.7644
174.30, 11.7626
174.40, 11.7607
174.50, 11.7589
174.60, 11.7570
174.70, 11.7552
174.80, 11.7534
174.90, 11.7515
175.00, 11.7497
175.10, 11.7478
175.20, 11.7460
175.30, 11.7442
175.40, 11.7423
175.50, 11.7405
175.60, 11.7387
175.70, 11.7369
175.80, 11.7350
175.90, 11.7332
176.00, 11.7314
176.10, 11.7296
176.20, 11.7278
176.30, 11.7259
176.40, 11.7241
176.50, 11.7223
176.60, 11.7205
176.70, 11.7187
176.80, 11.7169
176.90, 11.7151
177.00, 11.7133
177.10, 11.7115
177.20, 11.7097
177.30, 11.7079
177.40, 11.7061
177.50, 11.7043
177.60, 11.7025
177.70, 11.7007
177.80, 11.6990
177.90, 11.6972
178.00, 11.6954
178.10, 11.6936
178.20, 11.6918
178.30, 11.6901
178.40, 11.6883
178.50, 11.6865
178.60, 11.6847
178.70, 11.6830
178.80, 11.6812
178.90, 11.6794
179.00, 11.6777
179.10, 11.6759
179.20, 11.6742
179.30, 11.6724
179.40, 11.6706
179.50, 11.6689
179.60, 11.6671
179.70, 11.6654
179.80, 11.6636
179.90, 11.6619
180.00, 11.6601
180.10, 11.6584
180.20, 11.6567
180.30, 11.6549
180.40, 11.6532
180.50, 11.6514
180.60, 11.6497
180.70, 11.6480
180.80, 11.6462
180.90, 11.6445
181.00, 11.6428
181.10, 11.6411
181.20, 11.6393
181.30, 11.6376
181.40, 11.6359
181.50, 11.6342
181.60, 11.6325
181.70, 11.6308
181.80, 11.6290
181.90, 11.6273
182.00, 11.6256
182.10, 11.6239
182.20, 11.6222
182.30, 11.6205
182.40, 11.6188
182.50, 11.6171
182.60, 11.6154
182.70, 11.6137
182.80, 11.6120
182.90, 11.6103
183.00, 11.6086
183.10, 11.6069
183.20, 11.6053
183.30, 11.6036
183.40, 11.6019
183.50, 11.6002
183.60, 11.5985
183.70, 11.5968
183.80, 11.5952
183.90, 11.5935
184.00, 11.5918
184.10, 11.5902
184.20, 11.5885
184.30, 11.5868
184.40, 11.5851
184.50, 11.5835
184.60, 11.5818
184.70, 11.5802
184.80, 11.5785
184.90, 11.5768
185.00, 11.5752
185.10, 11.5735
185.20, 11.5719
185.30, 11.5702
185.40, 11.5686
185.50, 11.5669
185.60, 11.5653
185.70, 11.5636
185.80, 11.5620
185.90, 11.5604
186.00, 11.5587
186.10, 11.5571
186.20, 11.5555
186.30, 11.5538
186.40, 11.5522
186.50, 11.5506
186.60, 11.5489
186.70, 11.5473
186.80, 11.5457
186.90, 11.5441
187.00, 11.5424
187.10, 11.5408
187.20, 11.5392
187.30, 11.5376
187.40, 11.5360
187.50, 11.5344
187.60, 11.5327
187.70, 11.5311
187.80, 11.5295
187.90, 11.5279
188.00, 11.5263
188.10, 11.5247
188.20, 11.5231
188.30, 11.5215
188.40, 11.5199
188.50, 11.5183
188.60, 11.5167
188.70, 11.5151
188.80, 11.5135
188.90, 11.5120
189.00, 11.5104
189.10, 11.5088
189.20, 11.5072
189.30, 11.5056
189.40, 11.5040
189.50, 11.5025
189.60, 11.5009
189.70, 11.4993
189.80, 11.4977
189.90, 11.4962
190.00, 11.4946
190.10, 11.4930
190.20, 11.4914
190.30, 11.4899
190.40, 11.4883
190.50, 11.4868
190.60, 11.4852
190.70, 11.4836
190.80, 11.4821
190.90, 11.4805
191.00, 11.4790
191.10, 11.4774
191.20, 11.4759
191.30, 11.4743
191.40, 11.4728
191.50, 11.4712
191.60, 11.4697
191.70, 11.4681
191.80, 11.4666
191.90, 11.4650
192.00, 11.4635
192.10, 11.4620
192.20, 11.4604
192.30, 11.4589
192.40, 11.4574
192.50, 11.4558
192.60, 11.4543
192.70, 11.4528
192.80, 11.4513
192.90, 11.4497
193.00, 11.4482
193.10, 11.4467
193.20, 11.4452
193.30, 11.4437
193.40, 11.4421
193.50, 11.4406
193.60, 11.4391
193.70, 11.4376
193.80, 11.4361
193.90, 11.4346
194.00, 11.4331
194.10, 11.4316
194.20, 11.4301
194.30, 11.4286
194.40, 11.4271
194.50, 11.4256
194.60, 11.4241
194.70, 11.4226
194.80, 11.4211
194.90, 11.4196
195.00, 11.4181
195.10, 11.4166
195.20, 11.4151
195.30, 11.4136
195.40, 11.4122
195.50, 11.4107
195.60, 11.4092
195.70, 11.4077
195.80, 11.4062
195.90, 11.4048
196.00, 11.4033
196.10, 11.4018
196.20, 11.4003
196.30, 11.3989
196.40, 11.3974
196.50, 11.3959
196.60, 11.3945
196.70, 11.3930
196.80, 11.3915
196.90, 11.3901
197.00, 11.3886
197.10, 11.3872
197.20, 11.3857
197.30, 11.3842
197.40, 11.3828
197.50, 11.3813
197.60, 11.3799
197.70, 11.3784
197.80, 11.3770
197.90, 11.3755
198.00, 11.3741
198.10, 11.3727
198.20, 11.3712
198.30, 11.3698
198.40, 11.3683
198.50, 11.3669
198.60, 11.3655
198.70, 11.3640
198.80, 11.3626
198.90, 11.3612
199.00, 11.3597
199.10, 11.3583
199.20, 11.3569
199.30, 11.3555
199.40, 11.3540
199.50, 11.3526
199.60, 11.3512
199.70, 11.3498
199.80, 11.3484
199.90, 11.3469
200.00, 11.3455
200.10, 11.3441
200.20, 11.3427
200.30, 11.3413
200.40, 11.3399
200.50, 11.3385
200.60, 11.3371
200.70, 11.3357
200.80, 11.3343
200.90, 11.3329
201.00, 11.3315
201.10, 11.3301
201.20, 11.3287
201.30, 11.3273
201.40, 11.3259
201.50, 11.3245
201.60, 11.3231
201.70, 11.3217
201.80, 11.3203
201.90, 11.3189
202.00, 11.3176
202.10, 11.3162
202.20, 11.3148
202.30, 11.3134
202.40, 11.3120
202.50, 11.3107
202.60, 11.3093
202.70, 11.3079
202.80, 11.3065
202.90, 11.3052
203.00, 11.3038
203.10, 11.3024
203.20, 11.3011
203.30, 11.2997
203.40, 11.2983
203.50, 11.2970
203.60, 11.2956
203.70, 11.2942
203.80, 11.2929
203.90, 11.2915
204.00, 11.2902
204.10, 11.2888
204.20, 11.2875
204.30, 11.2861
204.40, 11.2848
204.50, 11.2834
204.60, 11.2821
204.70, 11.2807
204.80, 11.2794
204.90, 11.2780
205.00, 11.2767
205.10, 11.2753
205.20, 11.2740
205.30, 11.2727
205.40, 11.2713
205.50, 11.2700
205.60, 11.2687
205.70, 11.2673
205.80, 11.2660
205.90, 11.2647
206.00, 11.2633
206.10, 11.2620
206.20, 11.2607
206.30, 11.2594
206.40, 11.2580
206.50, 11.2567
206.60, 11.2554
206.70, 11.2541
206.80, 11.2528
206.90, 11.2515
207.00, 11.2501
207.10, 11.2488
207.20, 11.2475
207.30, 11.2462
207.40, 11.2449
207.50, 11.2436
207.60, 11.2423
207.70, 11.2410
207.80, 11.2397
207.90, 11.2384
208.00, 11.2371
208.10, 11.2358
208.20, 11.2345
208.30, 11.2332
208.40, 11.2319
208.50, 11.2306
208.60, 11.2293
208.70, 11.2280
208.80, 11.2267
208.90, 11.2254
209.00, 11.2241
209.10, 11.2229
209.20, 11.2216
209.30, 11.2203
209.40, 11.2190
209.50, 11.2177
209.60, 11.2165
209.70, 11.2152
209.80, 11.2139
209.90, 11.2126
210.00, 11.2114
210.10, 11.2101
210.20, 11.2088
210.30, 11.2075
210.40, 11.2063
210.50, 11.2050
210.60, 11.2037
210.70, 11.2025
210.80, 11.2012
210.90, 11.2000
211.00, 11.1987
211.10, 11.1974
211.20, 11.1962
211.30, 11.1949
211.40, 11.1937
211.50, 11.1924
211.60, 11.1912
211.70, 11.1899
211.80, 11.1887
211.90, 11.1874
212.00, 11.1862
212.10, 11.1849
212.20, 11.1837
212.30, 11.1824
212.40, 11.1812
212.50, 11.1800
212.60, 11.1787
212.70, 11.1775
212.80, 11.1762
212.90, 11.1750
213.00, 11.1738
213.10, 11.1725
213.20, 11.1713
213.30, 11.1701
213.40, 11.1688
213.50, 11.1676
213.60, 11.1664
213.70, 11.1652
213.80, 11.1639
213.90, 11.1627
214.00, 11.1615
214.10, 11.1603
214.20, 11.1591
214.30, 11.1578
214.40, 11.1566
214.50, 11.1554
214.60, 11.1542
214.70, 11.1530
214.80, 11.1518
214.90, 11.1506
215.00, 11.1494
215.10, 11.1482
215.20, 11.1470
215.30, 11.1457
215.40, 11.1445
215.50, 11.1433
215.60, 11.1421
215.70, 11.1409
215.80, 11.1397
215.90, 11.1385
216.00, 11.1374
216.10, 11.1362
216.20, 11.1350
216.30, 11.1338
216.40, 11.1326
216.50, 11.1314
216.60, 11.1302
216.70, 11.1290
216.80, 11.1278
216.90, 11.1267
217.00, 11.1255
217.10, 11.1243
217.20, 11.1231
217.30, 11.1219
217.40, 11.1207
217.50, 11.1196
217.60, 11.1184
217.70, 11.1172
217.80, 11.1160
217.90, 11.1149
218.00, 11.1137
218.10, 11.1125
218.20, 11.1114
218.30, 11.1102
218.40, 11.1090
218.50, 11.1079
218.60, 11.1067
218.70, 11.1055
218.80, 11.1044
218.90, 11.1032
219.00, 11.1021
219.10, 11.1009
219.20, 11.0998
219.30, 11.0986
219.40, 11.0974
219.50, 11.0963
219.60, 11.0951
219.70, 11.0940
219.80, 11.0928
219.90, 11.0917
220.00, 11.0905
220.10, 11.0894
220.20, 11.0883
220.30, 11.0871
220.40, 11.0860
220.50, 11.0848
220.60, 11.0837
220.70, 11.0826
220.80, 11.0814
220.90, 11.0803
221.00, 11.0792
221.10, 11.0780
221.20, 11.0769
221.30, 11.0758
221.40, 11.0746
221.50, 11.0735
221.60, 11.0724
221.70, 11.0712
221.80, 11.0701
221.90, 11.0690
222.00, 11.0679
222.10, 11.0668
222.20, 11.0656
222.30, 11.0645
222.40, 11.0634
222.50, 11.0623
222.60, 11.0612
222.70, 11.0601
222.80, 11.0589
222.90, 11.0578
223.00, 11.0567
223.10, 11.0556
223.20, 11.0545
223.30, 11.0534
223.40, 11.0523
223.50, 11.0512
223.60, 11.0501
223.70, 11.0490
223.80, 11.0479
223.90, 11.0468
224.00, 11.0457
224.10, 11.0446
224.20, 11.0435
224.30, 11.0424
224.40, 11.0413
224.50, 11.0402
224.60, 11.0391
224.70, 11.0380
224.80, 11.0369
224.90, 11.0358
225.00, 11.0347
225.10, 11.0337
225.20, 11.0326
225.30, 11.0315
225.40, 11.0304
225.50, 11.0293
225.60, 11.0282
225.70, 11.0272
225.80, 11.0261
225.90, 11.0250
226.00, 11.0239
226.10, 11.0229
226.20, 11.0218
226.30, 11.0207
226.40, 11.0196
226.50, 11.0186
226.60, 11.0175
226.70, 11.0164
226.80, 11.0154
226.90, 11.0143
227.00, 11.0132
227.10, 11.0122
227.20, 11.0111
227.30, 11.0100
227.40, 11.0090
227.50, 11.0079
227.60, 11.0069
227.70, 11.0058
227.80, 11.0047
227.90, 11.0037
228.00, 11.0026
228.10, 11.0016
228.20, 11.0005
228.30, 10.9995
228.40, 10.9984
228.50, 10.9974
228.60, 10.9963
228.70, 10.9953
228.80, 10.9942
228.90, 10.9932
229.00, 10.9922
229.10, 10.9911
229.20, 10.9901
229.30, 10.9890
229.40, 10.9880
229.50, 10.9870
229.60, 10.9859
229.70, 10.9849
229.80, 10.9839
229.90, 10.9828
230.00, 10.9818
230.10, 10.9808
230.20, 10.9797
230.30, 10.9787
230.40, 10.9777
230.50, 10.9767
230.60, 10.9756
230.70, 10.9746
230.80, 10.9736
230.90, 10.9726
231.00, 10.9715
231.10, 10.9705
231.20, 10.9695
231.30, 10.9685
231.40, 10.9675
231.50, 10.9664
231.60, 10.9654
231.70, 10.9644
231.80, 10.9634
231.90, 10.9624
232.00, 10.9614
232.10, 10.9604
232.20, 10.9594
232.30, 10.9584
232.40, 10.9573
232.50, 10.9563
232.60, 10.9553
232.70, 10.9543
232.80, 10.9533
232.90, 10.9523
233.00, 10.9513
233.10, 10.9503
233.20, 10.9493
233.30, 10.9483
233.40, 10.9473
233.50, 10.9464
233.60, 10.9454
233.70, 10.9444
233.80, 10.9434
233.90, 10.9424
234.00, 10.9414
234.10, 10.9404
234.20, 10.9394
234.30, 10.9384
234.40, 10.9374
234.50, 10.9365
234.60, 10.9355
234.70, 10.9345
234.80, 10.9335
234.90, 10.9325
235.00, 10.9316
235.10, 10.9306
235.20, 10.9296
235.30, 10.9286
235.40, 10.9276
235.50, 10.9267
235.60, 10.9257
235.70, 10.9247
235.80, 10.9238
235.90, 10.9228
236.00, 10.9218
236.10, 10.9209
236.20, 10.9199
236.30, 10.9189
236.40, 10.9180
236.50, 10.9170
236.60, 10.9160
236.70, 10.9151
236.80, 10.9141
236.90, 10.9131
237.00, 10.9122
237.10, 10.9112
237.20, 10.9103
237.30, 10.9093
237.40, 10.9084
237.50, 10.9074
237.60, 10.9065
237.70, 10.9055
237.80, 10.9046
237.90, 10.9036
238.00, 10.9027
238.10, 10.9017
238.20, 10.9008
238.30, 10.8998
238.40, 10.8989
238.50, 10.8979
238.60, 10.8970
238.70, 10.8960
238.80, 10.8951
238.90, 10.8942
239.00, 10.8932
239.10, 10.8923
239.20, 10.8913
239.30, 10.8904
239.40, 10.8895
239.50, 10.8885
239.60, 10.8876
239.70, 10.8867
239.80, 10.8857
239.90, 10.8848
240.00, 10.8839
240.10, 10.8830
240.20, 10.8820
240.30, 10.8811
240.40, 10.8802
240.50, 10.8793
240.60, 10.8783
240.70, 10.8774
240.80, 10.8765
240.90, 10.8756
241.00, 10.8746
241.10, 10.8737
241.20, 10.8728
241.30, 10.8719
241.40, 10.8710
241.50, 10.8701
241.60, 10.8692
241.70, 10.8682
241.80, 10.8673
241.90, 10.8664
242.00, 10.8655
242.10, 10.8646
242.20, 10.8637
242.30, 10.8628
242.40, 10.8619
242.50, 10.8610
242.60, 10.8601
242.70, 10.8592
242.80, 10.8583
242.90, 10.8574
243.00, 10.8565
243.10, 10.8556
243.20, 10.8547
243.30, 10.8538
243.40, 10.8529
243.50, 10.8520
243.60, 10.8511
243.70, 10.8502
243.80, 10.8493
243.90, 10.8484
244.00, 10.8475
244.10, 10.8466
244.20, 10.8457
244.30, 10.8448
244.40, 10.8440
244.50, 10.8431
244.60, 10.8422
244.70, 10.8413
244.80, 10.8404
244.90, 10.8395
245.00, 10.8387
245.10, 10.8378
245.20, 10.8369
245.30, 10.8360
245.40, 10.8351
245.50, 10.8343
245.60, 10.8334
245.70, 10.8325
245.80, 10.8316
245.90, 10.8308
246.00, 10.8299
246.10, 10.8290
246.20, 10.8281
246.30, 10.8273
246.40, 10.8264
246.50, 10.8255
246.60, 10.8247
246.70, 10.8238
246.80, 10.8229
246.90, 10.8221
247.00, 10.8212
247.10, 10.8204
247.20, 10.8195
247.30, 10.8186
247.40, 10.8178
247.50, 10.8169
247.60, 10.8161
247.70, 10.8152
247.80, 10.8143
247.90, 10.8135
248.00, 10.8126
248.10, 10.8118
248.20, 10.8109
248.30, 10.8101
248.40, 10.8092
248.50, 10.8084
248.60, 10.8075
248.70, 10.8067
248.80, 10.8058
248.90, 10.8050
249.00, 10.8041
249.10, 10.8033
249.20, 10.8025
249.30, 10.8016
249.40, 10.8008
249.50, 10.7999
249.60, 10.7991
249.70, 10.7983
249.80, 10.7974
249.90, 10.7966
250.00, 10.7957
250.10, 10.7949
250.20, 10.7941
250.30, 10.7932
250.40, 10.7924
250.50, 10.7916
250.60, 10.7907
250.70, 10.7899
250.80, 10.7891
250.90, 10.7883
251.00, 10.7874
251.10, 10.7866
251.20, 10.7858
251.30, 10.7849
251.40, 10.7841
251.50, 10.7833
251.60, 10.7825
251.70, 10.7817
251.80, 10.7808
251.90, 10.7800
252.00, 10.7792
252.10, 10.7784
252.20, 10.7776
252.30, 10.7767
252.40, 10.7759
252.50, 10.7751
252.60, 10.7743
252.70, 10.7735
252.80, 10.7727
252.90, 10.7719
253.00, 10.7711
253.10, 10.7702
253.20, 10.7694
253.30, 10.7686
253.40, 10.7678
253.50, 10.7670
253.60, 10.7662
253.70, 10.7654
253.80, 10.7646
253.90, 10.7638
254.00, 10.7630
254.10, 10.7622
254.20, 10.7614
254.30, 10.7606
254.40, 10.7598
254.50, 10.7590
254.60, 10.7582
254.70, 10.7574
254.80, 10.7566
254.90, 10.7558
255.00, 10.7550
255.10, 10.7542
255.20, 10.7534
255.30, 10.7526
255.40, 10.7519
255.50, 10.7511
255.60, 10.7503
255.70, 10.7495
255.80, 10.7487
255.90, 10.7479
256.00, 10.7471
256.10, 10.7463
256.20, 10.7456
256.30, 10.7448
256.40, 10.7440
256.50, 10.7432
256.60, 10.7424
256.70, 10.7417
256.80, 10.7409
256.90, 10.7401
257.00, 10.7393
257.10, 10.7385
257.20, 10.7378
257.30, 10.7370
257.40, 10.7362
257.50, 10.7354
257.60, 10.7347
257.70, 10.7339
257.80, 10.7331
257.90, 10.7324
258.00, 10.7316
258.10, 10.7308
258.20, 10.7301
258.30, 10.7293
258.40, 10.7285
258.50, 10.7278
258.60, 10.7270
258.70, 10.7262
258.80, 10.7255
258.90, 10.7247
259.00, 10.7239
259.10, 10.7232
259.20, 10.7224
259.30, 10.7217
259.40, 10.7209
259.50, 10.7202
259.60, 10.7194
259.70, 10.7186
259.80, 10.7179
259.90, 10.7171
260.00, 10.7164
260.10, 10.7156
260.20, 10.7149
260.30, 10.7141
260.40, 10.7134
260.50, 10.7126
260.60, 10.7119
260.70, 10.7111
260.80, 10.7104
260.90, 10.7096
261.00, 10.7089
261.10, 10.7082
261.20, 10.7074
261.30, 10.7067
261.40, 10.7059
261.50, 10.7052
261.60, 10.7044
261.70, 10.7037
261.80, 10.7030
261.90, 10.7022
262.00, 10.7015
262.10, 10.7008
262.20, 10.7000
262.30, 10.6993
262.40, 10.6985
262.50, 10.6978
262.60, 10.6971
262.70, 10.6963
262.80, 10.6956
262.90, 10.6949
263.00, 10.6942
263.10, 10.6934
263.20, 10.6927
263.30, 10.6920
263.40, 10.6912
263.50, 10.6905
263.60, 10.6898
263.70, 10.6891
263.80, 10.6883
263.90, 10.6876
264.00, 10.6869
264.10, 10.6862
264.20, 10.6855
264.30, 10.6847
264.40, 10.6840
264.50, 10.6833
264.60, 10.6826
264.70, 10.6819
264.80, 10.6812
264.90, 10.6804
265.00, 10.6797
265.10, 10.6790
265.20, 10.6783
265.30, 10.6776
265.40, 10.6769
265.50, 10.6762
265.60, 10.6755
265.70, 10.6747
265.80, 10.6740
265.90, 10.6733
266.00, 10.6726
266.10, 10.6719
266.20, 10.6712
266.30, 10.6705
266.40, 10.6698
266.50, 10.6691
266.60, 10.6684
266.70, 10.6677
266.80, 10.6670
266.90, 10.6663
267.00, 10.6656
267.10, 10.6649
267.20, 10.6642
267.30, 10.6635
267.40, 10.6628
267.50, 10.6621
267.60, 10.6614
267.70, 10.6607
267.80, 10.6600
267.90, 10.6593
268.00, 10.6586
268.10, 10.6579
268.20, 10.6573
268.30, 10.6566
268.40, 10.6559
268.50, 10.6552
268.60, 10.6545
268.70, 10.6538
268.80, 10.6531
268.90, 10.6524
269.00, 10.6518
269.10, 10.6511
269.20, 10.6504
269.30, 10.6497
269.40, 10.6490
269.50, 10.6483
269.60, 10.6477
269.70, 10.6470
269.80, 10.6463
269.90, 10.6456
270.00, 10.6449
270.10, 10.6443
270.20, 10.6436
270.30, 10.6429
270.40, 10.6422
270.50, 10.6416
270.60, 10.6409
270.70, 10.6402
270.80, 10.6395
270.90, 10.6389
271.00, 10.6382
271.10, 10.6375
271.20, 10.6369
271.30, 10.6362
271.40, 10.6355
271.50, 10.6349
271.60, 10.6342
271.70, 10.6335
271.80, 10.6329
271.90, 10.6322
272.00, 10.6315
272.10, 10.6309
272.20, 10.6302
272.30, 10.6295
272.40, 10.6289
272.50, 10.6282
272.60, 10.6276
272.70, 10.6269
272.80, 10.6262
272.90, 10.6256
273.00, 10.6249
273.10, 10.6243
273.20, 10.6236
273.30, 10.6230
273.40, 10.6223
273.50, 10.6217
273.60, 10.6210
273.70, 10.6204
273.80, 10.6197
273.90, 10.6191
274.00, 10.6184
274.10, 10.6178
274.20, 10.6171
274.30, 10.6165
274.40, 10.6158
274.50, 10.6152
274.60, 10.6145
274.70, 10.6139
274.80, 10.6132
274.90, 10.6126
275.00, 10.6119
275.10, 10.6113
275.20, 10.6107
275.30, 10.6100
275.40, 10.6094
275.50, 10.6087
275.60, 10.6081
275.70, 10.6075
275.80, 10.6068
275.90, 10.6062
276.00, 10.6055
276.10, 10.6049
276.20, 10.6043
276.30, 10.6036
276.40, 10.6030
276.50, 10.6024
276.60, 10.6017
276.70, 10.6011
276.80, 10.6005
276.90, 10.5998
277.00, 10.5992
277.10, 10.5986
277.20, 10.5980
277.30, 10.5973
277.40, 10.5967
277.50, 10.5961
277.60, 10.5955
277.70, 10.5948
277.80, 10.5942
277.90, 10.5936
278.00, 10.5930
278.10, 10.5923
278.20, 10.5917
278.30, 10.5911
278.40, 10.5905
278.50, 10.5898
278.60, 10.5892
278.70, 10.5886
278.80, 10.5880
