Time (t) , Room temperature(T(t))
278.90, 10.5874
279.00, 10.5868
279.10, 10.5861
279.20, 10.5855
279.30, 10.5849
279.40, 10.5843
279.50, 10.5837
279.60, 10.5831
279.70, 10.5825
279.80, 10.5818
279.90, 10.5812
280.00, 10.5806
280.10, 10.5800
280.20, 10.5794
280.30, 10.5788
280.40, 10.5782
280.50, 10.5776
280.60, 10.5770
280.70, 10.5764
280.80, 10.5758
280.90, 10.5752
281.00, 10.5746
281.10, 10.5740
281.20, 10.5734
281.30, 10.5727
281.40, 10.5721
281.50, 10.5715
281.60, 10.5709
281.70, 10.5703
281.80, 10.5697
281.90, 10.5692
282.00, 10.5686
282.10, 10.5680
282.20, 10.5674
282.30, 10.5668
282.40, 10.5662
282.50, 10.5656
282.60, 10.5650
282.70, 10.5644
282.80, 10.5638
282.90, 10.5632
283.00, 10.5626
283.10, 10.5620
283.20, 10.5614
283.30, 10.5608
283.40, 10.5603
283.50, 10.5597
283.60, 10.5591
283.70, 10.5585
283.80, 10.5579
283.90, 10.5573
284.00, 10.5567
284.10, 10.5561
284.20, 10.5556
284.30, 10.5550
284.40, 10.5544
284.50, 10.5538
284.60, 10.5532
284.70, 10.5527
284.80, 10.5521
284.90, 10.5515
285.00, 10.5509
285.10, 10.5503
285.20, 10.5498
285.30, 10.5492
285.40, 10.5486
285.50, 10.5480
285.60, 10.5475
285.70, 10.5469
285.80, 10.5463
285.90, 10.5457
286.00, 10.5452
286.10, 10.5446
286.20, 10.5440
286.30, 10.5434
286.40, 10.5429
286.50, 10.5423
286.60, 10.5417
286.70, 10.5412
286.80, 10.5406
286.90, 10.5400
287.00, 10.5395
287.10, 10.5389
287.20, 10.5383
287.30, 10.5378
287.40, 10.5372
287.50, 10.5366
287.60, 10.5361
287.70, 10.5355
287.80, 10.5349
287.90, 10.5344
288.00, 10.5338
288.10, 10.5333
288.20, 10.5327
288.30, 10.5321
288.40, 10.5316
288.50, 10.5310
288.60, 10.5305
288.70, 10.5299
288.80, 10.5294
288.90, 10.5288
289.00, 10.5282
289.10, 10.5277
289.20, 10.5271
289.30, 10.5266
289.40, 10.5260
289.50, 10.5255
289.60, 10.5249
289.70, 10.5244
289.80, 10.5238
289.90, 10.5233
290.00, 10.5227
290.10, 10.5222
290.20, 10.5216
290.30, 10.5211
290.40, 10.5205
290.50, 10.5200
290.60, 10.5194
290.70, 10.5189
290.80, 10.5183
290.90, 10.5178
291.00, 10.5173
291.10, 10.5167
291.20, 10.5162
291.30, 10.5156
291.40, 10.5151
291.50, 10.5145
291.60, 10.5140
291.70, 10.5135
291.80, 10.5129
291.90, 10.5124
292.00, 10.5119
292.10, 10.5113
292.20, 10.5108
292.30, 10.5102
292.40, 10.5097
292.50, 10.5092
292.60, 10.5086
292.70, 10.5081
292.80, 10.5076
292.90, 10.5070
293.00, 10.5065
293.10, 10.5060
293.20, 10.5054
293.30, 10.5049
293.40, 10.5044
293.50, 10.5039
293.60, 10.5033
293.70, 10.5028
293.80, 10.5023
293.90, 10.5017
294.00, 10.5012
294.10, 10.5007
294.20, 10.5002
294.30, 10.4996
294.40, 10.4991
294.50, 10.4986
294.60, 10.4981
294.70, 10.4975
294.80, 10.4970
294.90, 10.4965
295.00, 10.4960
295.10, 10.4955
295.20, 10.4949
295.30, 10.4944
295.40, 10.4939
295.50, 10.4934
295.60, 10.4929
295.70, 10.4923
295.80, 10.4918
295.90, 10.4913
296.00, 10.4908
296.10, 10.4903
296.20, 10.4898
296.30, 10.4892
296.40, 10.4887
296.50, 10.4882
296.60, 10.4877
296.70, 10.4872
296.80, 10.4867
296.90, 10.4862
297.00, 10.4857
297.10, 10.4852
297.20, 10.4846
297.30, 10.4841
297.40, 10.4836
297.50, 10.4831
297.60, 10.4826
297.70, 10.4821
297.80, 10.4816
297.90, 10.4811
298.00, 10.4806
298.10, 10.4801
298.20, 10.4796
298.30, 10.4791
298.40, 10.4786
298.50, 10.4781
298.60, 10.4776
298.70, 10.4771
298.80, 10.4766
298.90, 10.4761
299.00, 10.4756
299.10, 10.4751
299.20, 10.4746
299.30, 10.4741
299.40, 10.4736
299.50, 10.4731
299.60, 10.4726
299.70, 10.4721
299.80, 10.4716
299.90, 10.4711
300.00, 10.4706
300.10, 10.4701
300.20, 10.4696
300.30, 10.4691
300.40, 10.4686
300.50, 10.4681
300.60, 10.4676
300.70, 10.4671
300.80, 10.4667
300.90, 10.4662
301.00, 10.4657
301.10, 10.4652
301.20, 10.4647
301.30, 10.4642
301.40, 10.4637
301.50, 10.4632
301.60, 10.4627
301.70, 10.4623
301.80, 10.4618
301.90, 10.4613
302.00, 10.4608
302.10, 10.4603
302.20, 10.4598
302.30, 10.4594
302.40, 10.4589
302.50, 10.4584
302.60, 10.4579
302.70, 10.4574
302.80, 10.4570
302.90, 10.4565
303.00, 10.4560
303.10, 10.4555
303.20, 10.4550
303.30, 10.4546
303.40, 10.4541
303.50, 10.4536
303.60, 10.4531
303.70, 10.4527
303.80, 10.4522
303.90, 10.4517
304.00, 10.4512
304.10, 10.4508
304.20, 10.4503
304.30, 10.4498
304.40, 10.4493
304.50, 10.4489
304.60, 10.4484
304.70, 10.4479
304.80, 10.4475
304.90, 10.4470
305.00, 10.4465
305.10, 10.4460
305.20, 10.4456
305.30, 10.4451
305.40, 10.4446
305.50, 10.4442
305.60, 10.4437
305.70, 10.4432
305.80, 10.4428
305.90, 10.4423
306.00, 10.4418
306.10, 10.4414
306.20, 10.4409
306.30, 10.4405
306.40, 10.4400
306.50, 10.4395
306.60, 10.4391
306.70, 10.4386
306.80, 10.4381
306.90, 10.4377
307.00, 10.4372
307.10, 10.4368
307.20, 10.4363
307.30, 10.4359
307.40, 10.4354
307.50, 10.4349
307.60, 10.4345
307.70, 10.4340
307.80, 10.4336
307.90, 10.4331
308.00, 10.4327
308.10, 10.4322
308.20, 10.4318
308.30, 10.4313
308.40, 10.4308
308.50, 10.4304
308.60, 10.4299
308.70, 10.4295
308.80, 10.4290
308.90, 10.4286
309.00, 10.4281
309.10, 10.4277
309.20, 10.4272
309.30, 10.4268
309.40, 10.4263
309.50, 10.4259
309.60, 10.4254
309.70, 10.4250
309.80, 10.4246
309.90, 10.4241
310.00, 10.4237
310.10, 10.4232
310.20, 10.4228
310.30, 10.4223
310.40, 10.4219
310.50, 10.4214
310.60, 10.4210
310.70, 10.4206
310.80, 10.4201
310.90, 10.4197
311.00, 10.4192
311.10, 10.4188
311.20, 10.4184
311.30, 10.4179
311.40, 10.4175
311.50, 10.4170
311.60, 10.4166
311.70, 10.4162
311.80, 10.4157
311.90, 10.4153
312.00, 10.4149
312.10, 10.4144
312.20, 10.4140
312.30, 10.4135
312.40, 10.4131
312.50, 10.4127
312.60, 10.4122
312.70, 10.4118
312.80, 10.4114
312.90, 10.4110
313.00, 10.4105
313.10, 10.4101
313.20, 10.4097
313.30, 10.4092
313.40, 10.4088
313.50, 10.4084
313.60, 10.4079
313.70, 10.4075
313.80, 10.4071
313.90, 10.4067
314.00, 10.4062
314.10, 10.4058
314.20, 10.4054
314.30, 10.4050
314.40, 10.4045
314.50, 10.4041
314.60, 10.4037
314.70, 10.4033
314.80, 10.4028
314.90, 10.4024
315.00, 10.4020
315.10, 10.4016
315.20, 10.4011
315.30, 10.4007
315.40, 10.4003
315.50, 10.3999
315.60, 10.3995
315.70, 10.3990
315.80, 10.3986
315.90, 10.3982
316.00, 10.3978
316.10, 10.3974
316.20, 10.3969
316.30, 10.3965
316.40, 10.3961
316.50, 10.3957
316.60, 10.3953
316.70, 10.3949
316.80, 10.3945
316.90, 10.3940
317.00, 10.3936
317.10, 10.3932
317.20, 10.3928
317.30, 10.3924
317.40, 10.3920
317.50, 10.3916
317.60, 10.3912
317.70, 10.3907
317.80, 10.3903
317.90, 10.3899
318.00, 10.3895
318.10, 10.3891
318.20, 10.3887
318.30, 10.3883
318.40, 10.3879
318.50, 10.3875
318.60, 10.3871
318.70, 10.3867
318.80, 10.3863
318.90, 10.3858
319.00, 10.3854
319.10, 10.3850
319.20, 10.3846
319.30, 10.3842
319.40, 10.3838
319.50, 10.3834
319.60, 10.3830
319.70, 10.3826
319.80, 10.3822
319.90, 10.3818
320.00, 10.3814
320.10, 10.3810
320.20, 10.3806
320.30, 10.3802
320.40, 10.3798
320.50, 10.3794
320.60, 10.3790
320.70, 10.3786
320.80, 10.3782
320.90, 10.3778
321.00, 10.3774
321.10, 10.3770
321.20, 10.3766
321.30, 10.3762
321.40, 10.3758
321.50, 10.3755
321.60, 10.3751
321.70, 10.3747
321.80, 10.3743
321.90, 10.3739
322.00, 10.3735
322.10, 10.3731
322.20, 10.3727
322.30, 10.3723
322.40, 10.3719
322.50, 10.3715
322.60, 10.3711
322.70, 10.3707
322.80, 10.3704
322.90, 10.3700
323.00, 10.3696
323.10, 10.3692
323.20, 10.3688
323.30, 10.3684
323.40, 10.3680
323.50, 10.3676
323.60, 10.3673
323.70, 10.3669
323.80, 10.3665
323.90, 10.3661
324.00, 10.3657
324.10, 10.3653
324.20, 10.3650
324.30, 10.3646
324.40, 10.3642
324.50, 10.3638
324.60, 10.3634
324.70, 10.3630
324.80, 10.3627
324.90, 10.3623
325.00, 10.3619
325.10, 10.3615
325.20, 10.3611
325.30, 10.3608
325.40, 10.3604
325.50, 10.3600
325.60, 10.3596
325.70, 10.3592
325.80, 10.3589
325.90, 10.3585
326.00, 10.3581
326.10, 10.3577
326.20, 10.3574
326.30, 10.3570
326.40, 10.3566
326.50, 10.3562
326.60, 10.3559
326.70, 10.3555
326.80, 10.3551
326.90, 10.3547
327.00, 10.3544
327.10, 10.3540
327.20, 10.3536
327.30, 10.3533
327.40, 10.3529
327.50, 10.3525
327.60, 10.3521
327.70, 10.3518
327.80, 10.3514
327.90, 10.3510
328.00, 10.3507
328.10, 10.3503
328.20, 10.3499
328.30, 10.3496
328.40, 10.3492
328.50, 10.3488
328.60, 10.3485
328.70, 10.3481
328.80, 10.3477
328.90, 10.3474
329.00, 10.3470
329.10, 10.3466
329.20, 10.3463
329.30, 10.3459
329.40, 10.3455
329.50, 10.3452
329.60, 10.3448
329.70, 10.3445
329.80, 10.3441
329.90, 10.3437
330.00, 10.3434
330.10, 10.3430
330.20, 10.3427
330.30, 10.3423
330.40, 10.3419
330.50, 10.3416
330.60, 10.3412
330.70, 10.3409
330.80, 10.3405
330.90, 10.3401
331.00, 10.3398
331.10, 10.3394
331.20, 10.3391
331.30, 10.3387
331.40, 10.3384
331.50, 10.3380
331.60, 10.3377
331.70, 10.3373
331.80, 10.3369
331.90, 10.3366
332.00, 10.3362
332.10, 10.3359
332.20, 10.3355
332.30, 10.3352
332.40, 10.3348
332.50, 10.3345
332.60, 10.3341
332.70, 10.3338
332.80, 10.3334
332.90, 10.3331
333.00, 10.3327
333.10, 10.3324
333.20, 10.3320
333.30, 10.3317
333.40, 10.3313
333.50, 10.3310
333.60, 10.3306
333.70, 10.3303
333.80, 10.3299
333.90, 10.3296
334.00, 10.3292
334.10, 10.3289
334.20, 10.3286
334.30, 10.3282
334.40, 10.3279
334.50, 10.3275
334.60, 10.3272
334.70, 10.3268
334.80, 10.3265
334.90, 10.3261
335.00, 10.3258
335.10, 10.3255
335.20, 10.3251
335.30, 10.3248
335.40, 10.3244
335.50, 10.3241
335.60, 10.3238
335.70, 10.3234
335.80, 10.3231
335.90, 10.3227
336.00, 10.3224
336.10, 10.3221
336.20, 10.3217
336.30, 10.3214
336.40, 10.3210
336.50, 10.3207
336.60, 10.3204
336.70, 10.3200
336.80, 10.3197
336.90, 10.3194
337.00, 10.3190
337.10, 10.3187
337.20, 10.3184
337.30, 10.3180
337.40, 10.3177
337.50, 10.3174
337.60, 10.3170
337.70, 10.3167
337.80, 10.3164
337.90, 10.3160
338.00, 10.3157
338.10, 10.3154
338.20, 10.3150
338.30, 10.3147
338.40, 10.3144
338.50, 10.3140
338.60, 10.3137
338.70, 10.3134
338.80, 10.3131
338.90, 10.3127
339.00, 10.3124
339.10, 10.3121
339.20, 10.3117
339.30, 10.3114
339.40, 10.3111
339.50, 10.3108
339.60, 10.3104
339.70, 10.3101
339.80, 10.3098
339.90, 10.3095
340.00, 10.3091
340.10, 10.3088
340.20, 10.3085
340.30, 10.3082
340.40, 10.3078
340.50, 10.3075
340.60, 10.3072
340.70, 10.3069
340.80, 10.3065
340.90, 10.3062
341.00, 10.3059
341.10, 10.3056
341.20, 10.3053
341.30, 10.3049
341.40, 10.3046
341.50, 10.3043
341.60, 10.3040
341.70, 10.3037
341.80, 10.3033
341.90, 10.3030
342.00, 10.3027
342.10, 10.3024
342.20, 10.3021
342.30, 10.3018
342.40, 10.3014
342.50, 10.3011
342.60, 10.3008
342.70, 10.3005
342.80, 10.3002
342.90, 10.2999
343.00, 10.2995
343.10, 10.2992
343.20, 10.2989
343.30, 10.2986
343.40, 10.2983
343.50, 10.2980
343.60, 10.2977
343.70, 10.2973
343.80, 10.2970
343.90, 10.2967
344.00, 10.2964
344.10, 10.2961
344.20, 10.2958
344.30, 10.2955
344.40, 10.2952
344.50, 10.2949
344.60, 10.2946
344.70, 10.2942
344.80, 10.2939
344.90, 10.2936
345.00, 10.2933
345.10, 10.2930
345.20, 10.2927
345.30, 10.2924
345.40, 10.2921
345.50, 10.2918
345.60, 10.2915
345.70, 10.2912
345.80, 10.2909
345.90, 10.2906
346.00, 10.2902
346.10, 10.2899
346.20, 10.2896
346.30, 10.2893
346.40, 10.2890
346.50, 10.2887
346.60, 10.2884
346.70, 10.2881
346.80, 10.2878
346.90, 10.2875
347.00, 10.2872
347.10, 10.2869
347.20, 10.2866
347.30, 10.2863
347.40, 10.2860
347.50, 10.2857
347.60, 10.2854
347.70, 10.2851
347.80, 10.2848
347.90, 10.2845
348.00, 10.2842
348.10, 10.2839
348.20, 10.2836
348.30, 10.2833
348.40, 10.2830
348.50, 10.2827
348.60, 10.2824
348.70, 10.2821
348.80, 10.2818
348.90, 10.2815
349.00, 10.2812
349.10, 10.2809
349.20, 10.2807
349.30, 10.2804
349.40, 10.2801
349.50, 10.2798
349.60, 10.2795
349.70, 10.2792
349.80, 10.2789
349.90, 10.2786
350.00, 10.2783
350.10, 10.2780
350.20, 10.2777
350.30, 10.2774
350.40, 10.2771
350.50, 10.2768
350.60, 10.2766
350.70, 10.2763
350.80, 10.2760
350.90, 10.2757
351.00, 10.2754
351.10, 10.2751
351.20, 10.2748
351.30, 10.2745
351.40, 10.2742
351.50, 10.2740
351.60, 10.2737
351.70, 10.2734
351.80, 10.2731
351.90, 10.2728
352.00, 10.2725
352.10, 10.2722
352.20, 10.2719
352.30, 10.2717
352.40, 10.2714
352.50, 10.2711
352.60, 10.2708
352.70, 10.2705
352.80, 10.2702
352.90, 10.2700
353.00, 10.2697
353.10, 10.2694
353.20, 10.2691
353.30, 10.2688
353.40, 10.2685
353.50, 10.2683
353.60, 10.2680
353.70, 10.2677
353.80, 10.2674
353.90, 10.2671
354.00, 10.2669
354.10, 10.2666
354.20, 10.2663
354.30, 10.2660
354.40, 10.2657
354.50, 10.2655
354.60, 10.2652
354.70, 10.2649
354.80, 10.2646
354.90, 10.2643
355.00, 10.2641
355.10, 10.2638
355.20, 10.2635
355.30, 10.2632
355.40, 10.2630
355.50, 10.2627
355.60, 10.2624
355.70, 10.2621
355.80, 10.2619
355.90, 10.2616
356.00, 10.2613
356.10, 10.2610
356.20, 10.2608
356.30, 10.2605
356.40, 10.2602
356.50, 10.2599
356.60, 10.2597
356.70, 10.2594
356.80, 10.2591
356.90, 10.2588
357.00, 10.2586
357.10, 10.2583
357.20, 10.2580
357.30, 10.2578
357.40, 10.2575
357.50, 10.2572
357.60, 10.2569
357.70, 10.2567
357.80, 10.2564
357.90, 10.2561
358.00, 10.2559
358.10, 10.2556
358.20, 10.2553
358.30, 10.2551
358.40, 10.2548
358.50, 10.2545
358.60, 10.2543
358.70, 10.2540
358.80, 10.2537
358.90, 10.2535
359.00, 10.2532
359.10, 10.2529
359.20, 10.2527
359.30, 10.2524
359.40, 10.2521
359.50, 10.2519
359.60, 10.2516
359.70, 10.2513
359.80, 10.2511
359.90, 10.2508
360.00, 10.2506
360.10, 10.2503
360.20, 10.2500
360.30, 10.2498
360.40, 10.2495
360.50, 10.2492
360.60, 10.2490
360.70, 10.2487
360.80, 10.2485
360.90, 10.2482
361.00, 10.2479
361.10, 10.2477
361.20, 10.2474
361.30, 10.2472
361.40, 10.2469
361.50, 10.2466
361.60, 10.2464
361.70, 10.2461
361.80, 10.2459
361.90, 10.2456
362.00, 10.2453
362.10, 10.2451
362.20, 10.2448
362.30, 10.2446
362.40, 10.2443
362.50, 10.2441
362.60, 10.2438
362.70, 10.2435
362.80, 10.2433
362.90, 10.2430
363.00, 10.2428
363.10, 10.2425
363.20, 10.2423
363.30, 10.2420
363.40, 10.2418
363.50, 10.2415
363.60, 10.2413
363.70, 10.2410
363.80, 10.2407
363.90, 10.2405
364.00, 10.2402
364.10, 10.2400
364.20, 10.2397
364.30, 10.2395
364.40, 10.2392
364.50, 10.2390
364.60, 10.2387
364.70, 10.2385
364.80, 10.2382
364.90, 10.2380
365.00, 10.2377
365.10, 10.2375
365.20, 10.2372
365.30, 10.2370
365.40, 10.2367
365.50, 10.2365
365.60, 10.2362
365.70, 10.2360
365.80, 10.2357
365.90, 10.2355
366.00, 10.2352
366.10, 10.2350
366.20, 10.2348
366.30, 10.2345
366.40, 10.2343
366.50, 10.2340
366.60, 10.2338
366.70, 10.2335
366.80, 10.2333
366.90, 10.2330
367.00, 10.2328
367.10, 10.2325
367.20, 10.2323
367.30, 10.2321
367.40, 10.2318
367.50, 10.2316
367.60, 10.2313
367.70, 10.2311
367.80, 10.2308
367.90, 10.2306
368.00, 10.2304
368.10, 10.2301
368.20, 10.2299
368.30, 10.2296
368.40, 10.2294
368.50, 10.2291
368.60, 10.2289
368.70, 10.2287
368.80, 10.2284
368.90, 10.2282
369.00, 10.2279
369.10, 10.2277
369.20, 10.2275
369.30, 10.2272
369.40, 10.2270
369.50, 10.2268
369.60, 10.2265
369.70, 10.2263
369.80, 10.2260
369.90, 10.2258
370.00, 10.2256
370.10, 10.2253
370.20, 10.2251
370.30, 10.2249
370.40, 10.2246
370.50, 10.2244
370.60, 10.2241
370.70, 10.2239
370.80, 10.2237
370.90, 10.2234
371.00, 10.2232
371.10, 10.2230
371.20, 10.2227
371.30, 10.2225
371.40, 10.2223
371.50, 10.2220
371.60, 10.2218
371.70, 10.2216
371.80, 10.2213
371.90, 10.2211
372.00, 10.2209
372.10, 10.2206
372.20, 10.2204
372.30, 10.2202
372.40, 10.2199
372.50, 10.2197
372.60, 10.2195
372.70, 10.2193
372.80, 10.2190
372.90, 10.2188
373.00, 10.2186
373.10, 10.2183
373.20, 10.2181
373.30, 10.2179
373.40, 10.2177
373.50, 10.2174
373.60, 10.2172
373.70, 10.2170
373.80, 10.2167
373.90, 10.2165
374.00, 10.2163
374.10, 10.2161
374.20, 10.2158
374.30, 10.2156
374.40, 10.2154
374.50, 10.2151
374.60, 10.2149
374.70, 10.2147
374.80, 10.2145
374.90, 10.2142
375.00, 10.2140
375.10, 10.2138
375.20, 10.2136
375.30, 10.2133
375.40, 10.2131
375.50, 10.2129
375.60, 10.2127
375.70, 10.2125
375.80, 10.2122
375.90, 10.2120
376.00, 10.2118
376.10, 10.2116
376.20, 10.2113
376.30, 10.2111
376.40, 10.2109
376.50, 10.2107
376.60, 10.2105
376.70, 10.2102
376.80, 10.2100
376.90, 10.2098
377.00, 10.2096
377.10, 10.2094
377.20, 10.2091
377.30, 10.2089
377.40, 10.2087
377.50, 10.2085
377.60, 10.2083
377.70, 10.2080
377.80, 10.2078
377.90, 10.2076
378.00, 10.2074
378.10, 10.2072
378.20, 10.2069
378.30, 10.2067
378.40, 10.2065
378.50, 10.2063
378.60, 10.2061
378.70, 10.2059
378.80, 10.2056
378.90, 10.2054
379.00, 10.2052
379.10, 10.2050
379.20, 10.2048
379.30, 10.2046
379.40, 10.2044
379.50, 10.2041
379.60, 10.2039
379.70, 10.2037
379.80, 10.2035
379.90, 10.2033
380.00, 10.2031
380.10, 10.2029
380.20, 10.2026
380.30, 10.2024
380.40, 10.2022
380.50, 10.2020
380.60, 10.2018
380.70, 10.2016
380.80, 10.2014
380.90, 10.2012
381.00, 10.2009
381.10, 10.2007
381.20, 10.2005
381.30, 10.2003
381.40, 10.2001
381.50, 10.1999
381.60, 10.1997
381.70, 10.1995
381.80, 10.1993
381.90, 10.1991
382.00, 10.1988
382.10, 10.1986
382.20, 10.1984
382.30, 10.1982
382.40, 10.1980
382.50, 10.1978
382.60, 10.1976
382.70, 10.1974
382.80, 10.1972
382.90, 10.1970
383.00, 10.1968
383.10, 10.1966
383.20, 10.1964
383.30, 10.1962
383.40, 10.1959
383.50, 10.1957
383.60, 10.1955
383.70, 10.1953
383.80, 10.1951
383.90, 10.1949
384.00, 10.1947
384.10, 10.1945
384.20, 10.1943
384.30, 10.1941
384.40, 10.1939
384.50, 10.1937
384.60, 10.1935
384.70, 10.1933
384.80, 10.1931
384.90, 10.1929
385.00, 10.1927
385.10, 10.1925
385.20, 10.1923
385.30, 10.1921
385.40, 10.1919
385.50, 10.1917
385.60, 10.1915
385.70, 10.1913
385.80, 10.1911
385.90, 10.1909
386.00, 10.1907
386.10, 10.1905
386.20, 10.1903
386.30, 10.1901
386.40, 10.1899
386.50, 10.1897
386.60, 10.1895
386.70, 10.1893
386.80, 10.1891
386.90, 10.1889
387.00, 10.1887
387.10, 10.1885
387.20, 10.1883
387.30, 10.1881
387.40, 10.1879
387.50, 10.1877
387.60, 10.1875
387.70, 10.1873
387.80, 10.1871
387.90, 10.1869
388.00, 10.1867
388.10, 10.1865
388.20, 10.1863
388.30, 10.1861
388.40, 10.1859
388.50, 10.1857
388.60, 10.1855
388.70, 10.1853
388.80, 10.1851
388.90, 10.1849
389.00, 10.1848
389.10, 10.1846
389.20, 10.1844
389.30, 10.1842
389.40, 10.1840
389.50, 10.1838
389.60, 10.1836
389.70, 10.1834
389.80, 10.1832
389.90, 10.1830
390.00, 10.1828
390.10, 10.1826
390.20, 10.1824
390.30, 10.1822
390.40, 10.1821
390.50, 10.1819
390.60, 10.1817
390.70, 10.1815
390.80, 10.1813
390.90, 10.1811
391.00, 10.1809
391.10, 10.1807
391.20, 10.1805
391.30, 10.1803
391.40, 10.1802
391.50, 10.1800
391.60, 10.1798
391.70, 10.1796
391.80, 10.1794
391.90, 10.1792
392.00, 10.1790
392.10, 10.1788
392.20, 10.1786
392.30, 10.1785
392.40, 10.1783
392.50, 10.1781
392.60, 10.1779
392.70, 10.1777
392.80, 10.1775
392.90, 10.1773
393.00, 10.1771
393.10, 10.1770
393.20, 10.1768
393.30, 10.1766
393.40, 10.1764
393.50, 10.1762
393.60, 10.1760
393.70, 10.1758
393.80, 10.1757
393.90, 10.1755
394.00, 10.1753
394.10, 10.1751
394.20, 10.1749
394.30, 10.1747
394.40, 10.1746
394.50, 10.1744
394.60, 10.1742
394.70, 10.1740
394.80, 10.1738
394.90, 10.1736
395.00, 10.1735
395.10, 10.1733
395.20, 10.1731
395.30, 10.1729
395.40, 10.1727
395.50, 10.1726
395.60, 10.1724
395.70, 10.1722
395.80, 10.1720
395.90, 10.1718
396.00, 10.1717
396.10, 10.1715
396.20, 10.1713
396.30, 10.1711
396.40, 10.1709
396.50, 10.1708
396.60, 10.1706
396.70, 10.1704
396.80, 10.1702
396.90, 10.1700
397.00, 10.1699
397.10, 10.1697
397.20, 10.1695
397.30, 10.1693
397.40, 10.1691
397.50, 10.1690
397.60, 10.1688
397.70, 10.1686
397.80, 10.1684
397.90, 10.1683
398.00, 10.1681
398.10, 10.1679
398.20, 10.1677
398.30, 10.1676
398.40, 10.1674
398.50, 10.1672
398.60, 10.1670
398.70, 10.1669
398.80, 10.1667
398.90, 10.1665
399.00, 10.1663
399.10, 10.1662
399.20, 10.1660
399.30, 10.1658
399.40, 10.1656
399.50, 10.1655
399.60, 10.1653
399.70, 10.1651
399.80, 10.1649
399.90, 10.1648
400.00, 10.1646
400.10, 10.1644
400.20, 10.1642
400.30, 10.1641
400.40, 10.1639
400.50, 10.1637
400.60, 10.1636
400.70, 10.1634
400.80, 10.1632
400.90, 10.1630
401.00, 10.1629
401.10, 10.1627
401.20, 10.1625
401.30, 10.1624
401.40, 10.1622
401.50, 10.1620
401.60, 10.1618
401.70, 10.1617
401.80, 10.1615
401.90, 10.1613
402.00, 10.1612
402.10, 10.1610
402.20, 10.1608
402.30, 10.1607
402.40, 10.1605
402.50, 10.1603
402.60, 10.1602
402.70, 10.1600
402.80, 10.1598
402.90, 10.1596
403.00, 10.1595
403.10, 10.1593
403.20, 10.1591
403.30, 10.1590
403.40, 10.1588
403.50, 10.1586
403.60, 10.1585
403.70, 10.1583
403.80, 10.1581
403.90, 10.1580
404.00, 10.1578
404.10, 10.1576
404.20, 10.1575
404.30, 10.1573
404.40, 10.1572
404.50, 10.1570
404.60, 10.1568
404.70, 10.1567
404.80, 10.1565
404.90, 10.1563
405.00, 10.1562
405.10, 10.1560
405.20, 10.1558
405.30, 10.1557
405.40, 10.1555
405.50, 10.1553
405.60, 10.1552
405.70, 10.1550
405.80, 10.1549
405.90, 10.1547
406.00, 10.1545
406.10, 10.1544
406.20, 10.1542
406.30, 10.1540
406.40, 10.1539
406.50, 10.1537
406.60, 10.1536
406.70, 10.1534
406.80, 10.1532
406.90, 10.1531
407.00, 10.1529
407.10, 10.1528
407.20, 10.1526
407.30, 10.1524
407.40, 10.1523
407.50, 10.1521
407.60, 10.1520
407.70, 10.1518
407.80, 10.1516
407.90, 10.1515
408.00, 10.1513
408.10, 10.1512
408.20, 10.1510
408.30, 10.1508
408.40, 10.1507
408.50, 10.1505
408.60, 10.1504
408.70, 10.1502
408.80, 10.1501
408.90, 10.1499
409.00, 10.1497
409.10, 10.1496
409.20, 10.1494
409.30, 10.1493
409.40, 10.1491
409.50, 10.1490
409.60, 10.1488
409.70, 10.1486
409.80, 10.1485
409.90, 10.1483
410.00, 10.1482
410.10, 10.1480
410.20, 10.1479
410.30, 10.1477
410.40, 10.1476
410.50, 10.1474
410.60, 10.1472
410.70, 10.1471
410.80, 10.1469
410.90, 10.1468
411.00, 10.1466
411.10, 10.1465
411.20, 10.1463
411.30, 10.1462
411.40, 10.1460
411.50, 10.1459
411.60, 10.1457
411.70, 10.1456
411.80, 10.1454
411.90, 10.1452
412.00, 10.1451
412.10, 10.1449
412.20, 10.1448
412.30, 10.1446
412.40, 10.1445
412.50, 10.1443
412.60, 10.1442
412.70, 10.1440
412.80, 10.1439
412.90, 10.1437
413.00, 10.1436
413.10, 10.1434
413.20, 10.1433
413.30, 10.1431
413.40, 10.1430
413.50, 10.1428
413.60, 10.1427
413.70, 10.1425
413.80, 10.1424
413.90, 10.1422
414.00, 10.1421
414.10, 10.1419
414.20, 10.1418
414.30, 10.1416
414.40, 10.1415
414.50, 10.1413
414.60, 10.1412
414.70, 10.1410
414.80, 10.1409
414.90, 10.1407
415.00, 10.1406
415.10, 10.1404
415.20, 10.1403
415.30, 10.1401
415.40, 10.1400
415.50, 10.1399
415.60, 10.1397
415.70, 10.1396
415.80, 10.1394
415.90, 10.1393
416.00, 10.1391
416.10, 10.1390
416.20, 10.1388
416.30, 10.1387
416.40, 10.1385
416.50, 10.1384
416.60, 10.1382
416.70, 10.1381
416.80, 10.1380
416.90, 10.1378
417.00, 10.1377
417.10, 10.1375
417.20, 10.1374
417.30, 10.1372
417.40, 10.1371
417.50, 10.1369
417.60, 10.1368
417.70, 10.1367
417.80, 10.1365
417.90, 10.1364
418.00, 10.1362
418.10, 10.1361
418.20, 10.1359
418.30, 10.1358
418.40, 10.1357
418.50, 10.1355
418.60, 10.1354
